ID=    0, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00
ID=   62, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   63, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   64, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   65, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   66, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   67, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   68, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   69, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   70, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   71, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   72, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   73, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   74, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   75, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   76, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   77, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   78, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   79, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   80, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   81, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   82, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   83, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   84, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   85, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   86, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   87, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   88, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   89, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   90, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   91, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   92, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   93, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   94, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   95, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   96, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   97, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=   98, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=   99, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  100, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  101, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  102, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  103, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  104, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  105, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  106, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  107, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  108, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  109, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  110, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  111, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  112, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  113, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  114, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  115, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  116, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  117, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  118, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  119, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  120, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  121, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  122, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  123, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  124, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  125, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  126, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  127, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  128, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  129, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  130, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  131, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  132, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  133, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  134, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  135, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  136, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  137, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  138, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  139, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  140, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

ID=  141, predicted=  2, probability = 0.6930, true=  2, accuracy=1.00

ID=  142, predicted=  2, probability = 0.6930, true=  4, accuracy=0.00

classification accuracy=0.7164

0.3900239965185547
