ID=    0, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00
ID=   42, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=   43, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   44, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   45, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=   46, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   47, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   48, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=   49, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=   50, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=   51, predicted=  7, probability = 0.1643, true= 10, accuracy=0.00

ID=   52, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   53, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=   54, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   55, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   56, predicted=  7, probability = 0.1643, true=  1, accuracy=0.00

ID=   57, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   58, predicted=  7, probability = 0.1643, true=  9, accuracy=0.00

ID=   59, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=   60, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   61, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   62, predicted=  7, probability = 0.1643, true= 10, accuracy=0.00

ID=   63, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=   64, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   65, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   66, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=   67, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   68, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   69, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   70, predicted=  7, probability = 0.1643, true=  0, accuracy=0.00

ID=   71, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   72, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=   73, predicted=  7, probability = 0.1643, true=  5, accuracy=0.00

ID=   74, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   75, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   76, predicted=  7, probability = 0.1643, true=  9, accuracy=0.00

ID=   77, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   78, predicted=  7, probability = 0.1643, true=  3, accuracy=0.00

ID=   79, predicted=  7, probability = 0.1643, true=  6, accuracy=0.00

ID=   80, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   81, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   82, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=   83, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   84, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   85, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   86, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=   87, predicted=  7, probability = 0.1643, true= 10, accuracy=0.00

ID=   88, predicted=  7, probability = 0.1643, true= 10, accuracy=0.00

ID=   89, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=   90, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=   91, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   92, predicted=  7, probability = 0.1643, true=  9, accuracy=0.00

ID=   93, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=   94, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=   95, predicted=  7, probability = 0.1643, true= 12, accuracy=0.00

ID=   96, predicted=  7, probability = 0.1643, true=  3, accuracy=0.00

ID=   97, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=   98, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=   99, predicted=  7, probability = 0.1643, true=  5, accuracy=0.00

ID=  100, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=  101, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  102, predicted=  7, probability = 0.1643, true= 10, accuracy=0.00

ID=  103, predicted=  7, probability = 0.1643, true=  0, accuracy=0.00

ID=  104, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  105, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  106, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  107, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=  108, predicted=  7, probability = 0.1643, true=  6, accuracy=0.00

ID=  109, predicted=  7, probability = 0.1643, true=  1, accuracy=0.00

ID=  110, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  111, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=  112, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=  113, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=  114, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  115, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=  116, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  117, predicted=  7, probability = 0.1643, true=  0, accuracy=0.00

ID=  118, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  119, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=  120, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  121, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  122, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  123, predicted=  7, probability = 0.1643, true= 12, accuracy=0.00

ID=  124, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  125, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  126, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  127, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=  128, predicted=  7, probability = 0.1643, true= 10, accuracy=0.00

ID=  129, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  130, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  131, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=  132, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=  133, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  134, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  135, predicted=  7, probability = 0.1643, true=  6, accuracy=0.00

ID=  136, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  137, predicted=  7, probability = 0.1643, true=  5, accuracy=0.00

ID=  138, predicted=  7, probability = 0.1643, true=  1, accuracy=0.00

ID=  139, predicted=  7, probability = 0.1643, true=  5, accuracy=0.00

ID=  140, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=  141, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  142, predicted=  7, probability = 0.1643, true=  3, accuracy=0.00

ID=  143, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=  144, predicted=  7, probability = 0.1643, true=  6, accuracy=0.00

ID=  145, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  146, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  147, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  148, predicted=  7, probability = 0.1643, true=  6, accuracy=0.00

ID=  149, predicted=  7, probability = 0.1643, true=  3, accuracy=0.00

ID=  150, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  151, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  152, predicted=  7, probability = 0.1643, true=  8, accuracy=0.00

ID=  153, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=  154, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=  155, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  156, predicted=  7, probability = 0.1643, true=  6, accuracy=0.00

ID=  157, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  158, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=  159, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  160, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  161, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  162, predicted=  7, probability = 0.1643, true=  5, accuracy=0.00

ID=  163, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  164, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  165, predicted=  7, probability = 0.1643, true= 12, accuracy=0.00

ID=  166, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  167, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=  168, predicted=  7, probability = 0.1643, true=  5, accuracy=0.00

ID=  169, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  170, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  171, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  172, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  173, predicted=  7, probability = 0.1643, true= 11, accuracy=0.00

ID=  174, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  175, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  176, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  177, predicted=  7, probability = 0.1643, true=  5, accuracy=0.00

ID=  178, predicted=  7, probability = 0.1643, true=  4, accuracy=0.00

ID=  179, predicted=  7, probability = 0.1643, true=  9, accuracy=0.00

ID=  180, predicted=  7, probability = 0.1643, true=  6, accuracy=0.00

ID=  181, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  182, predicted=  7, probability = 0.1643, true=  1, accuracy=0.00

ID=  183, predicted=  7, probability = 0.1643, true=  1, accuracy=0.00

ID=  184, predicted=  7, probability = 0.1643, true=  2, accuracy=0.00

ID=  185, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  186, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  187, predicted=  7, probability = 0.1643, true=  8, accuracy=0.00

ID=  188, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  189, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  190, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  191, predicted=  7, probability = 0.1643, true=  3, accuracy=0.00

ID=  192, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  193, predicted=  7, probability = 0.1643, true= 14, accuracy=0.00

ID=  194, predicted=  7, probability = 0.1643, true= 10, accuracy=0.00

ID=  195, predicted=  7, probability = 0.1643, true=  9, accuracy=0.00

ID=  196, predicted=  7, probability = 0.1643, true= 13, accuracy=0.00

ID=  197, predicted=  7, probability = 0.1643, true=  1, accuracy=0.00

ID=  198, predicted=  7, probability = 0.1643, true=  7, accuracy=1.00

ID=  199, predicted=  7, probability = 0.1643, true=  1, accuracy=0.00

classification accuracy=0.1450

1.7121362033361114
