ID=    0, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00
ID=   85, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   86, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   87, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   88, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=   89, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   90, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   91, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   92, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=   93, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   94, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   95, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=   96, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=   97, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=   98, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=   99, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  100, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  101, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  102, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  103, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  104, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  105, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  106, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  107, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  108, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  109, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  110, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  111, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  112, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  113, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  114, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  115, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  116, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  117, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  118, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  119, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  120, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  121, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  122, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  123, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  124, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  125, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  126, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  127, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  128, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  129, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  130, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  131, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  132, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  133, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  134, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  135, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  136, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  137, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  138, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  139, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  140, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  141, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  142, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  143, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  144, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  145, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  146, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  147, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  148, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  149, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  150, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  151, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  152, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  153, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  154, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  155, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  156, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  157, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  158, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  159, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  160, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  161, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  162, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  163, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  164, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  165, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  166, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  167, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  168, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  169, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  170, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  171, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  172, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  173, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  174, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  175, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  176, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  177, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  178, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  179, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  180, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  181, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  182, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  183, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  184, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  185, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  186, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  187, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  188, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  189, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  190, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  191, predicted=  0, probability = 0.5000, true=  0, accuracy=0.50

ID=  192, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  193, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  194, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  195, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  196, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  197, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  198, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  199, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  200, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  201, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  202, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  203, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  204, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  205, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  206, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  207, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  208, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  209, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  210, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  211, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  212, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  213, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  214, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

ID=  215, predicted=  0, probability = 0.5000, true=  1, accuracy=0.00

classification accuracy=0.5500

0.04398814337971155
