ID=    0, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00
ID=   96, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=   97, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=   98, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=   99, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  100, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  101, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  102, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  103, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  104, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  105, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  106, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  107, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  108, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  109, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  110, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  111, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  112, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  113, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  114, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  115, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  116, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  117, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  118, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  119, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  120, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  121, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  122, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  123, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  124, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  125, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  126, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  127, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  128, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  129, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  130, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  131, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  132, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  133, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  134, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  135, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  136, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  137, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  138, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  139, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  140, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  141, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  142, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  143, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  144, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  145, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  146, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  147, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  148, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  149, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  150, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  151, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  152, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  153, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  154, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  155, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  156, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  157, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  158, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  159, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  160, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  161, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  162, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  163, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  164, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  165, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  166, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  167, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  168, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  169, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  170, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  171, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  172, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  173, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  174, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  175, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  176, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  177, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  178, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  179, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  180, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  181, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  182, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  183, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  184, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  185, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  186, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  187, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  188, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  189, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  190, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  191, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  192, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  193, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  194, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  195, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  196, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  197, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  198, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  199, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  200, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  201, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  202, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  203, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  204, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  205, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  206, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  207, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  208, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  209, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  210, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  211, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  212, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  213, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  214, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  215, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  216, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  217, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  218, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  219, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  220, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  221, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  222, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  223, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  224, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  225, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  226, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  227, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  228, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  229, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  230, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  231, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  232, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  233, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  234, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  235, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  236, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  237, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  238, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  239, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  240, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  241, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  242, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  243, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  244, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  245, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  246, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  247, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  248, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  249, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  250, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  251, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  252, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  253, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  254, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  255, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  256, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  257, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  258, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  259, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  260, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  261, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  262, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  263, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  264, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  265, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  266, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  267, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  268, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  269, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  270, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  271, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  272, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  273, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  274, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  275, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  276, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  277, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  278, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  279, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  280, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  281, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  282, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  283, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  284, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  285, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  286, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  287, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  288, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  289, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  290, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  291, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  292, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  293, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  294, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  295, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  296, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  297, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  298, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  299, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  300, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  301, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  302, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  303, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  304, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  305, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  306, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  307, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  308, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  309, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  310, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  311, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  312, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  313, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  314, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  315, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  316, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  317, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  318, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  319, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  320, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  321, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  322, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  323, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  324, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  325, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  326, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  327, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  328, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  329, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  330, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  331, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  332, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  333, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  334, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  335, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  336, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  337, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  338, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  339, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  340, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  341, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  342, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  343, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  344, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

ID=  345, predicted=  6, probability = 0.3508, true=  5, accuracy=0.00

ID=  346, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  347, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  348, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  349, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  350, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  351, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  352, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  353, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  354, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  355, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  356, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  357, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  358, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  359, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  360, predicted=  6, probability = 0.3508, true=  4, accuracy=0.00

ID=  361, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  362, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  363, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  364, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  365, predicted=  6, probability = 0.3508, true=  3, accuracy=0.00

ID=  366, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  367, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  368, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  369, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  370, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  371, predicted=  6, probability = 0.3508, true=  7, accuracy=0.00

ID=  372, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  373, predicted=  6, probability = 0.3508, true=  2, accuracy=0.00

ID=  374, predicted=  6, probability = 0.3508, true=  0, accuracy=0.00

ID=  375, predicted=  6, probability = 0.3508, true=  6, accuracy=1.00

ID=  376, predicted=  6, probability = 0.3508, true=  1, accuracy=0.00

